x	y
39	25
37	43
2	93
23	80
91	59
77	125
22	24
6	72
1	94
87	90
2	24
91	125
2	34
67	79
76	129
76	2
71	4
57	25
91	108
3	55
43	65
22	104
37	73
18	60
3	54
43	65
72	125
73	74
96	112
53	24
94	125
1	59
118	70
111	2
2	45
11	15
16	59
16	25
91	24
1	79
21	117
58	59
16	3
56	14
42	23
23	24
86	8
6	88
61	72
6	69
103	19
36	20
14	55
3	55
2	100
3	80
6	94
31	87
37	25
66	2
2	43
91	89
24	30
87	70
91	43
1	115
6	64
58	125
76	87
58	25
6	57
103	19
99	25
102	25
11	100
61	69
103	40
61	14
23	20
76	24
14	55
67	103
1	33
91	3
96	40
37	59
71	5
4	55
37	100
106	33
94	25
6	93
76	69
6	125
54	45
111	40
42	40
91	23
44	100
58	125
33	100
26	57
43	100
107	100
43	25
12	4
76	25
57	69
11	4
111	14
96	60
99	40
59	65
91	12
74	100
43	25
39	100
44	80
18	34
96	2
86	33
68	125
63	75
22	90
88	25
91	72
91	57
31	75
31	94
102	99
98	25
26	13
78	70
11	80
17	123
71	24
98	24
102	43
11	4
81	102
1	78
11	103
21	60
111	73
88	115
63	20
7	94
72	20
37	55
74	70
1	73
103	99
22	88
98	75
11	14
11	129
72	73
76	60
91	43
22	40
37	73
57	80
76	98
111	125
72	125
9	75
67	44
1	99
4	60
26	90
67	114
8	125
67	43
87	25
106	72
31	2
66	25
19	25
36	25
57	100
64	80
68	124
57	3
96	34
2	125
99	25
56	2
74	115
72	88
73	89
24	70
72	15
42	24
2	93
3	64
91	80
24	100
3	64
72	90
16	87
42	5
67	104
68	95
6	87
43	64
37	3
72	15
43	35
23	20
72	98
88	90
72	18
41	67
86	3
98	70
76	93
2	90
32	3
13	74
72	40
33	39
56	90
43	69
44	75
42	24
24	90
11	2
57	14
36	90
57	89
57	43
3	69
64	80
11	42
63	5
102	14
91	3
111	3
22	58
26	43
68	65
59	100
102	125
3	40
23	89
61	68
26	4
6	60
43	20
92	89
77	89
18	4
42	89
2	68
78	130
42	94
26	68
102	54
1	125
44	100
57	25
2	109
87	29
42	60
41	8
18	25
98	40
97	35
73	104
11	72
102	19
104	25
12	98
99	25
91	125
57	90
86	18
42	88
41	35
33	70
37	90
102	40
2	79
88	20
36	23
6	2
16	34
6	58
62	43
91	4
69	25
6	108
2	103
31	2
14	40
76	25
91	19
73	25
87	55
42	90
6	87
22	3
6	22
92	125
59	25
103	55
24	70
79	100
76	57
69	35
3	89
23	24
103	100
6	33
89	65
71	14
56	23
3	60
44	35
6	113
91	60
1	32
86	60
87	73
69	100
42	129
72	43
87	100
44	20
114	20
16	18
61	2
22	89
31	3
2	25
2	69
86	68
91	58
91	59
69	25
16	69
88	115
18	4
91	57
44	60
103	55
111	22
61	22
57	15
59	60
2	39
16	87
91	42
1	123
3	95
76	2
3	25
86	38
59	60
91	109
69	20
42	40
87	25
76	60
6	34
69	55
1	95
24	90
91	3
111	94
14	55
72	24
31	104
129	125
96	100
4	100
24	25
1	33
1	67
1	70
12	74
91	74
72	58
72	99
96	55
8	25
66	68
2	4
46	25
87	95
91	72
87	3
3	69
39	100
91	3
58	74
73	70
41	98
58	125
43	125
23	59
62	69
103	69
99	125
36	19
44	70
41	100
23	24
76	104
54	125
23	24
96	125
42	90
42	44
61	22
16	87
42	24
76	40
58	59
31	64
87	18
71	104
11	98
68	125
73	100
37	73
43	25
106	104
86	44
3	89
6	125
87	20
1	112
123	105
11	5
91	34
26	88
76	72
72	25
57	94
87	114
61	98
16	42
93	60
36	20
111	37
63	70
61	68
11	44
57	55
31	3
16	79
72	40
102	125
107	25
76	14
87	103
57	64
6	40
2	125
96	19
128	60
87	129
72	94
42	60
42	39
22	24
91	115
6	23
16	13
73	99
91	3
14	55
93	125
96	2
96	89
19	125
88	99
37	59
76	125
42	74
106	59
86	60
33	24
11	2
24	90
72	58
91	37
92	58
91	22
91	18
72	125
88	65
24	125
11	34
2	58
22	100
43	30
68	90
21	7
22	100
24	20
73	20
16	125
42	83
2	25
57	23
42	125
42	68
91	59
63	64
91	88
94	25
16	58
37	89
43	69
77	59
3	59
33	34
91	93
76	102
22	34
16	98
23	70
57	109
76	4
88	25
22	18
1	27
37	100
72	44
91	62
31	95
42	125
3	29
69	25
63	44
98	14
91	104
96	88
91	97
67	69
22	23
97	59
11	90
33	59
11	25
46	102
6	54
57	98
93	90
51	73
103	100
37	55
91	59
106	2
91	2
42	59
76	58
72	20
3	25
2	75
23	4
24	90
73	29
68	25
69	100
26	73
91	25
18	44
2	59
61	2
42	75
23	94
17	9
72	125
2	43
2	24
68	25
96	69
36	22
69	35
8	100
22	3
98	25
117	3
122	69
97	3
73	19
98	90
76	19
61	42
122	15
76	124
24	90
6	87
24	80
91	4
87	3
11	57
97	103
73	35
2	59
2	125
58	125
31	73
102	18
2	94
57	25
87	55
2	43
2	60
104	100
21	90
86	78
6	98
76	25
57	9
96	94
44	15
102	88
102	125
42	34
56	63
78	79
42	28
58	125
22	3
73	94
77	19
43	60
43	100
108	74
57	69
43	69
44	15
14	40
67	100
41	60
43	74
72	98
11	68
11	20
111	63
88	65
4	90
58	14
2	4
56	54
22	90
21	25
72	20
11	55
69	125
22	13
91	114
2	93
2	90
67	20
3	114
56	3
22	125
86	72
2	94
4	60
2	125
66	42
42	89
96	34
23	25
22	109
7	8
123	90
22	120
57	25
91	124
106	58
81	23
91	97
72	40
57	3
97	3
76	55
72	125
24	125
22	64
36	42
42	125
4	70
43	94
23	94
103	25
67	68
6	25
37	43
41	100
41	13
87	55
23	20
92	24
91	100
29	100
37	30
22	44
77	24
86	90
42	104
42	98
72	4
72	44
7	55
11	23
111	72
1	32
16	88
72	65
22	25
1	18
91	25
91	4
102	109
3	80
73	70
61	25
76	42
93	70
37	80
3	109
13	4
94	80
86	90
54	125
2	24
1	103
73	100
91	125
96	4
72	63
76	64
33	39
22	3
111	100
91	3
69	55
2	60
43	45
59	60
4	60
57	69
24	90
91	90
31	24
2	49
26	70
106	93
31	22
63	75
22	25
94	95
76	125
31	102
36	72
96	99
109	5
91	59
61	13
26	125
87	69
101	100
81	89
57	73
72	20
2	4
72	25
91	55
76	125
22	8
26	25
22	34
13	125
72	34
37	88
42	74
91	3
99	40
42	3
16	60
73	125
108	60
91	22
72	78
87	94
26	90
102	25
68	125
57	4
87	100
1	117
73	104
101	87
6	22
67	33
96	25
102	25
102	125
42	24
2	39
3	45
31	29
72	24
56	24
1	18
72	24
81	40
36	72
129	125
1	3
89	25
91	2
74	90
3	125
87	94
3	25
22	14
86	125
76	102
88	79
6	25
86	44
86	25
43	29
76	54
1	17
73	94
72	98
3	44
121	72
37	3
111	72
16	9
11	88
24	100
33	100
93	125
88	74
61	90
22	88
21	73
22	29
96	60
1	74
97	100
11	2
58	74
6	59
97	23
74	20
58	109
93	39
86	125
58	59
26	22
87	63
26	44
41	3
93	99
59	125
59	100
43	25
51	23
87	60
89	25
112	23
102	59
23	69
76	39
59	60
97	60
102	98
64	125
44	15
41	12
78	40
72	60
106	2
102	13
11	69
16	13
91	77
87	123
72	104
58	59
58	65
86	100
22	24
103	69
6	59
12	43
21	43
2	90
2	130
19	25
96	34
102	100
92	100
56	102
103	69
91	99
76	2
113	24
91	57
94	95
37	54
91	74
77	125
13	74
22	88
18	5
36	125
43	100
21	24
104	95
56	34
66	42
2	78
87	14
58	70
87	103
76	14
97	73
22	125
72	68
109	25
16	99
91	59
6	4
91	97
91	4
6	88
56	39
34	40
71	57
43	125
42	28
23	4
57	3
16	125
97	24
68	34
87	43
1	103
22	3
108	24
96	87
61	19
2	24
57	89
24	20
96	99
57	125
14	25
44	15
57	100
101	43
73	69
86	103
23	5
73	25
23	100
72	25
68	54
72	19
57	69
36	90
99	25
87	94
91	29
3	109
36	72
27	89
81	102
57	3
36	94
3	59
11	44
91	43
24	60
86	42
22	70
22	40
99	125
3	25
91	12
91	97
91	97
26	2
26	69
2	68
72	24
11	68
7	125
68	104
42	125
69	35
76	103
87	24
98	24
76	94
72	63
59	100
43	60
22	70
33	15
58	59
22	70
36	125
31	30
108	100
27	24
72	44
112	94
87	73
67	68
76	68
97	90
24	90
43	94
87	14
73	125
37	3
6	40
2	24
31	24
74	115
2	68
17	70
96	37
57	23
106	14
88	40
96	90
86	75
21	3
94	100
2	125
66	40
31	87
103	25
56	54
103	60
41	75
101	44
56	3
81	23
57	25
77	70
76	125
26	94
97	3
96	130
36	3
73	114
91	25
87	59
66	58
4	125
111	74
71	65
96	35
93	15
22	78
72	13
56	72
108	109
2	70
41	44
39	5
78	74
91	109
87	20
67	99
34	25
69	125
56	72
122	43
37	3
91	125
73	70
79	100
42	98
88	59
61	109
87	3
103	80
97	100
14	40
6	19
96	125
86	90
3	114
78	79
2	45
57	35
96	42
96	87
68	40
16	112
57	79
87	25
76	57
12	88
96	53
73	25
91	74
111	37
8	25
42	78
91	103
1	65
17	44
4	90
103	25
41	74
57	74
72	125
26	87
23	20
2	125
61	73
24	90
57	80
102	14
94	25
68	75
7	90
63	9
77	54
86	40
74	20
57	43
96	22
69	20
2	25
111	69
87	123
71	70
91	39
8	44
77	100
1	90
11	94
102	90
73	125
14	55
63	75
43	89
76	22
57	3
76	60
108	60
21	25
103	40
102	44
28	125
57	64
43	14
6	59
26	55
68	104
22	60
3	54
112	103
26	59
11	94
2	60
76	123
42	93
11	44
23	14
107	89
76	100
68	74
2	99
53	90
16	59
96	2
89	5
92	35
61	2
106	13
1	32
103	69
62	23
62	23
51	125
96	90
43	24
72	94
79	40
91	37
11	108
61	22
3	55
88	100
69	100
1	59
22	125
58	25
61	72
72	13
72	39
109	25
86	59
43	69
57	45
13	5
37	23
39	125
91	59
97	30
3	44
6	73
88	25
56	24
3	94
92	34
56	98
63	4
73	25
67	94
6	99
91	12
61	34
62	25
33	100
117	59
129	25
73	99
57	64
44	5
73	25
14	40
112	90
66	88
102	94
42	98
91	12
73	89
2	63
44	25
37	29
61	20
99	75
22	120
1	3
86	8
6	80
43	25
2	39
43	70
57	44
57	55
8	65
61	69
16	43
3	19
69	25
102	68
36	75
91	89
93	60
96	68
67	55
93	125
68	75
56	125
71	77
11	102
87	73
22	115
24	90
42	88
94	95
72	88
43	89
36	69
56	72
2	103
94	80
42	99
77	89
72	15
99	25
72	70
98	40
91	98
17	60
22	68
56	2
78	24
66	99
91	37
16	42
46	74
2	58
26	90
67	14
91	79
104	95
97	43
22	125
51	114
91	97
72	44
31	19
86	2
62	3
86	18
96	90
72	8
54	75
11	57
87	64
86	22
96	44
29	25
61	88
61	104
89	100
22	43
114	70
111	125
36	22
57	3
117	100
68	54
76	25
2	25
31	59
109	25
113	19
91	125
72	88
42	74
91	3
87	79
57	99
88	89
67	89
89	55
56	8
61	44
102	93
61	42
108	125
37	64
59	125
73	99
102	24
57	69
62	3
22	5
76	44
23	89
103	25
91	90
43	99
68	40
1	38
88	34
36	72
57	103
91	102
2	60
26	54
109	25
22	28
88	10
1	60
72	78
42	13
2	99
61	54
81	102
102	18
1	7
87	24
59	125
21	115
103	25
11	95
1	7
6	53
42	125
11	69
22	4
67	3
87	24
36	4
11	103
43	60
91	43
86	24
36	88
91	73
19	125
76	37
93	24
32	69
91	99
61	113
31	78
102	69
66	72
23	94
123	25
4	20
57	55
22	59
11	43
56	94
22	13
106	5
69	125
93	70
3	44
123	100
11	25
62	8
22	94
11	125
64	25
2	19
46	100
28	40
2	18
108	90
26	2
96	25
4	60
86	22
91	43
88	34
103	14
87	73
89	5
68	34
91	62
36	102
77	43
93	104
11	23
26	28
14	25
87	99
98	24
42	99
1	125
102	15
77	104
91	25
72	99
57	3
67	3
91	99
72	4
98	24
87	3
6	14
102	90
102	125
76	103
96	15
91	37
6	18
91	73
44	15
23	20
98	24
4	125
71	43
56	28
81	70
94	40
51	42
72	123
57	99
87	69
63	90
76	90
72	5
127	103
72	19
56	25
68	19
37	64
36	108
87	74
11	87
3	44
102	13
102	55
3	25
87	103
82	80
43	69
102	59
88	89
2	43
104	100
122	58
1	25
91	80
88	54
3	25
102	125
73	74
2	44
111	25
3	94
68	34
96	100
3	20
102	98
12	88
72	73
11	114
66	102
96	72
23	60
22	125
28	125
61	60
91	94
22	93
67	43
91	23
46	125
96	125
1	100
72	75
96	78
93	39
26	57
72	5
63	90
111	72
86	108
59	125
3	19
57	90
111	58
58	124
73	100
71	38
2	125
88	25
96	23
42	108
123	70
94	40
42	18
23	70
6	73
58	90
43	25
44	60
2	74
1	58
72	65
36	43
91	60
42	58
122	40
24	90
73	94
72	33
42	5
1	44
72	13
44	30
87	25
42	90
96	24
57	23
91	97
16	98
11	37
87	80
68	95
21	25
37	45
31	2
96	55
82	103
26	42
26	57
103	64
11	88
14	25
76	125
104	25
111	87
66	72
36	88
96	37
61	30
89	125
43	55
58	40
31	25
2	43
59	100
111	3
96	37
86	25
73	104
92	19
43	59
72	63
86	4
53	115
102	94
67	100
72	94
54	125
58	99
24	125
43	59
87	90
98	89
77	43
74	90
87	73
106	104
28	99
91	43
73	25
24	125
87	43
2	54
3	44
94	125
86	42
91	77
76	88
77	69
72	94
21	100
88	74
96	42
1	100
86	4
67	55
73	60
2	24
91	80
77	43
41	3
87	3
16	23
91	62
44	100
2	123
24	20
26	3
61	123
102	90
87	125
12	69
91	62
2	8
31	34
1	93
57	103
19	25
96	100
11	108
2	98
99	5
72	9
98	24
2	89
67	24
56	104
98	125
56	42
1	107
123	90
96	55
22	25
31	87
6	102
91	73
87	24
72	69
98	14
63	104
98	104
91	4
6	33
87	94
57	94
106	74
24	90
89	70
111	2
43	29
42	68
3	25
91	3
14	40
11	90
101	100
61	5
13	54
6	95
47	89
22	44
86	70
23	60
58	125
6	73
22	68
37	104
21	78
62	73
67	74
6	2
11	25
102	40
2	24
91	30
93	125
72	14
31	24
2	100
1	94
56	68
41	12
43	30
76	25
24	90
91	60
91	90
101	104
72	60
101	67
31	94
44	15
31	87
76	2
24	125
99	125
67	24
58	25
67	70
88	109
2	70
111	43
14	25
91	24
42	125
44	100
91	3
16	72
91	24
16	22
96	3
91	22
43	10
22	35
66	49
37	40
44	25
34	25
22	14
91	125
22	44
58	75
31	103
72	100
3	40
76	70
113	60
37	40
103	80
1	3
111	37
22	24
96	22
3	25
26	125
31	73
22	60
22	58
6	87
108	60
112	3
28	90
44	15
111	4
67	89
1	90
102	63
54	125
11	57
111	25
91	74
87	73
31	73
57	3
104	25
16	125
16	60
61	15
111	23
78	125
36	24
93	74
6	72
73	89
87	104
62	23
8	24
56	24
43	125
58	54
37	25
24	70
128	90
36	58
23	25
21	74
6	129
87	88
94	25
72	24
22	104
73	25
117	74
21	100
69	55
72	113
57	55
6	60
99	25
6	57
24	70
91	112
61	63
37	125
76	125
67	89
99	75
3	14
122	5
21	87
11	69
72	93
73	79
64	5
86	39
1	57
111	33
6	34
113	60
68	24
57	103
74	80
89	125
24	90
41	90
67	43
61	68
6	57
76	43
11	3
71	23
73	80
2	44
23	125
59	125
57	33
37	29
72	24
11	37
13	59
11	2
102	74
63	104
72	89
6	74
56	44
59	100
26	44
3	100
91	97
11	95
4	70
14	100
11	37
3	89
91	57
23	125
23	24
26	72
8	89
22	74
76	103
103	64
2	125
62	25
57	100
58	5
74	115
57	19
1	125
93	99
6	33
96	87
122	33
37	94
43	94
91	60
6	57
37	23
2	43
1	4
1	67
96	78
46	72
4	60
23	4
23	20
46	125
91	89
43	69
34	25
22	40
87	60
96	37
91	67
97	90
1	23
72	100
87	94
57	19
57	18
64	10
91	35
91	19
71	19
111	37
73	70
34	40
96	73
23	100
26	44
58	125
122	88
87	73
97	103
6	25
2	108
104	100
42	24
8	9
78	59
87	125
61	4
7	3
79	125
1	32
24	70
16	99
103	55
23	100
103	14
43	69
42	98
87	25
31	23
23	24
16	13
56	34
36	14
6	69
93	99
91	73
96	25
74	70
6	69
91	109
72	103
72	59
31	25
89	70
16	87
108	90
4	125
76	43
72	125
6	74
22	43
69	100
106	88
2	103
33	104
112	24
3	64
6	88
112	89
8	125
3	114
113	24
71	107
91	2
61	65
11	74
3	95
2	24
77	14
72	25
26	103
2	78
36	2
72	69
2	90
63	100
96	87
69	25
58	74
91	69
42	59
101	43
86	2
122	18
126	4
96	100
86	22
26	22
76	3
6	57
46	75
31	125
73	119
61	3
2	88
93	44
67	43
36	72
68	34
1	57
67	73
87	29
2	43
3	44
2	15
43	89
59	60
37	4
56	24
4	80
68	15
24	80
18	24
3	20
23	69
73	25
73	25
3	34
22	24
98	15
73	99
88	44
58	4
21	33
73	99
58	59
102	125
64	80
59	25
23	59
68	19
42	33
36	2
26	63
2	25
52	43
22	44
91	3
56	102
101	89
86	44
22	14
96	80
72	25
42	99
22	3
3	89
103	20
16	99
72	125
91	103
33	44
73	90
1	74
87	44
67	33
11	79
88	40
2	125
67	75
43	30
43	25
91	104
43	69
87	23
51	25
67	80
31	102
22	40
59	25
22	89
73	74
2	59
6	93
13	125
11	3
72	70
111	125
111	35
78	100
72	90
87	74
51	2
73	25
26	90
1	60
2	108
96	4
26	57
71	44
6	87
72	24
69	35
77	55
6	25
91	3
6	43
58	130
16	68
67	13
91	72
76	20
43	55
76	73
21	57
37	69
17	23
76	90
11	3
91	77
118	44
67	89
26	22
16	2
97	43
91	44
61	25
57	89
86	60
31	73
91	52
61	44
73	59
12	44
96	69
91	123
18	24
21	97
2	39
61	125
107	73
1	100
11	90
57	35
87	43
97	88
57	89
102	94
57	4
93	70
76	35
97	4
3	14
91	69
57	80
22	98
103	100
71	77
91	58
96	43
111	2
4	60
87	24
8	44
112	59
72	100
74	70
87	73
112	89
102	19
101	60
91	55
36	89
22	3
68	125
89	125
96	99
62	20
87	25
19	125
21	125
22	14
93	79
1	73
44	100
1	34
2	44
72	14
2	90
76	102
1	27
91	88
63	44
88	100
1	24
64	10
97	100
72	25
61	93
76	25
68	70
91	25
111	25
73	89
2	99
102	125
11	20
86	88
22	69
91	52
11	24
16	88
86	99
24	90
14	40
99	125
42	68
22	68
76	37
96	100
101	99
72	44
11	2
62	23
22	28
86	33
63	90
102	125
18	44
96	3
24	100
41	17
11	2
16	89
87	25
61	115
46	99
6	98
37	25
2	24
42	94
6	87
8	70
102	44
62	73
73	74
98	60
1	73
34	40
22	59
87	95
54	125
71	125
56	44
87	4
67	108
87	114
91	3
44	20
8	125
78	4
91	125
58	100
57	69
102	43
104	60
2	24
22	88
2	125
11	3
62	99
18	59
72	4
12	73
37	89
3	44
103	69
57	73
37	69
1	27
26	34
91	12
62	8
113	90
57	64
22	44
58	54
88	109
99	125
91	23
102	125
23	25
22	74
57	90
91	108
42	14
6	99
72	89
1	125
2	25
26	73
11	108
2	68
11	44
31	100
2	25
11	75
42	118
19	125
72	60
3	94
33	4
67	63
43	69
42	40
68	25
53	70
14	25
91	4
13	90
16	63
69	35
96	23
113	24
87	73
26	68
98	125
57	100
6	125
2	103
33	24
76	69
14	25
78	20
42	75
96	25
97	80
57	43
11	4
42	78
91	23
46	69
96	2
2	68
62	89
86	58
43	25
14	55
57	80
72	14
91	24
24	55
96	104
91	112
11	3
41	24
101	67
16	104
123	25
2	75
91	112
87	100
31	87
77	20
122	74
72	24
38	10
6	13
42	33
79	75
24	70
37	73
6	2
73	104
11	125
61	103
22	40
26	87
91	112
104	100
96	72
98	125
42	79
103	55
31	73
97	125
61	4
88	19
73	25
21	74
11	69
16	125
69	35
42	40
68	54
11	37
61	15
31	100
28	125
111	87
101	92
68	69
31	80
1	20
71	107
68	45
44	100
4	120
96	42
91	100
68	60
73	74
13	24
19	125
96	102
62	25
97	3
72	63
91	88
26	3
12	43
24	65
31	73
36	25
72	24
26	25
31	25
11	44
42	68
91	89
96	87
23	4
87	90
3	14
1	127
56	25
76	28
3	44
57	58
11	14
102	25
117	60
39	25
76	88
106	70
1	24
3	89
66	24
11	103
2	98
58	125
23	4
103	70
111	94
18	74
101	20
67	73
21	24
91	109
37	69
96	43
63	24
13	95
12	73
42	63
43	45
3	70
37	80
69	35
33	4
33	100
73	74
91	94
74	90
6	55
11	37
56	2
43	64
87	43
93	99
44	20
96	2
93	99
23	70
102	73
11	60
122	40
63	24
77	58
3	55
24	90
91	43
68	34
1	32
6	22
13	4
26	98
66	122
129	125
37	100
106	42
2	88
102	4
97	69
96	14
53	24
94	25
91	10
76	87
74	115
76	20
111	37
72	94
111	2
74	100
79	25
96	60
81	3
96	15
72	99
101	92
73	60
43	94
3	20
63	125
36	59
43	64
21	23
86	42
16	69
91	69
1	57
67	43
91	25
87	24
68	125
68	99
88	25
91	25
11	79
26	22
68	60
43	24
73	104
6	59
57	103
67	14
24	90
6	3
2	90
2	125
43	29
68	125
26	20
73	125
22	24
11	58
37	114
1	59
71	69
91	64
2	5
64	80
111	20
3	19
102	23
73	64
68	24
111	125
37	103
2	125
72	73
43	100
6	44
11	72
91	12
112	60
87	69
91	37
73	99
72	65
18	19
108	44
6	25
76	69
102	125
7	8
81	25
72	94
3	25
91	43
78	44
68	34
43	14
77	5
111	100
3	109
26	94
63	79
86	93
87	19
87	35
76	102
48	4
72	73
112	94
91	94
2	90
17	43
86	123
67	74
59	5
46	102
86	25
91	25
64	25
3	89
102	68
62	60
68	24
26	4
3	25
6	22
2	100
103	25
36	25
93	125
97	35
123	25
43	60
42	25
26	22
87	25
8	24
31	125
88	125
11	44
73	14
26	4
77	89
72	108
87	100
68	60
2	68
91	77
3	69
26	100
97	14
102	94
91	112
27	98
2	68
73	69
57	43
16	22
98	25
82	44
91	5
22	98
6	125
1	69
2	44
39	25
76	88
72	99
51	98
6	57
93	70
56	34
96	88
11	23
12	59
103	25
37	43
36	100
82	103
76	125
76	44
86	74
63	64
43	125
98	14
37	65
91	59
6	19
14	40
62	89
69	55
87	44
91	55
22	3
98	4
1	67
36	22
42	60
22	43
43	24
102	78
42	68
59	25
89	65
6	24
72	113
91	77
73	104
6	40
103	55
58	24
67	25
44	100
23	4
71	102
26	20
7	25
87	114
42	99
91	79
26	40
72	24
72	99
74	125
37	73
91	80
71	44
68	125
11	3
87	3
73	100
11	25
43	34
73	79
102	54
16	102
57	24
36	125
112	60
27	73
31	100
91	23
112	100
81	102
2	70
63	44
78	24
17	43
89	125
88	44
11	43
2	93
91	55
16	125
92	69
72	103
43	100
87	43
57	94
22	99
91	77
16	72
23	125
63	64
42	125
72	24
98	24
98	125
91	55
2	93
2	24
73	20
72	60
56	94
37	3
8	104
67	44
42	24
22	14
91	73
73	4
2	63
1	60
73	25
51	67
6	73
6	20
42	125
108	74
19	75
1	103
73	5
67	73
72	68
86	70
22	23
124	80
2	88
44	60
94	125
23	24
76	68
44	60
102	40
108	15
103	69
88	5
61	88
19	125
76	94
46	100
24	25
16	74
68	74
122	69
96	22
57	44
57	3
38	95
88	89
43	25
57	70
32	25
2	74
58	4
102	59
37	69
88	25
66	90
26	88
78	24
23	125
61	40
91	77
11	14
72	24
14	55
1	100
18	24
57	19
43	4
56	42
111	37
33	25
2	93
36	68
97	55
57	39
37	104
43	40
42	24
29	25
103	69
72	103
6	87
3	25
3	125
36	63
87	69
22	13
68	25
92	13
57	10
33	39
112	23
68	90
117	103
69	35
69	75
36	19
6	57
22	8
87	59
57	40
6	60
43	69
1	69
6	3
17	100
26	55
61	94
86	24
72	90
3	35
102	88
56	39
4	65
42	98
97	125
91	60
26	3
87	23
2	63
96	87
98	40
29	125
2	125
6	39
2	90
72	125
111	90
23	4
87	129
8	100
2	100
22	59
56	44
111	22
24	20
88	89
37	73
57	70
93	45
103	40
57	23
62	89
2	98
76	44
67	68
2	25
87	14
91	125
98	39
2	98
89	100
87	90
111	72
108	60
29	100
56	68
1	34
111	43
37	125
24	60
2	24
102	88
91	59
3	90
104	20
96	3
11	37
21	35
1	74
43	9
42	108
86	2
2	94
56	8
3	54
42	129
78	59
23	89
43	100
43	29
56	2
91	3
86	125
96	103
96	25
88	90
14	40
2	90
11	87
22	28
14	40
76	60
16	43
2	109
37	14
18	125
2	33
74	65
24	60
73	94
99	25
6	94
93	54
68	100
23	4
86	22
96	3
6	57
97	90
58	90
18	25
91	89
72	103
1	77
62	73
102	99
43	94
106	5
21	14
106	2
28	90
24	75
59	100
41	58
28	90
87	69
36	54
16	59
26	73
22	14
16	75
87	73
69	20
22	108
26	55
91	3
102	25
122	44
51	88
104	10
27	43
42	34
16	74
16	60
98	40
2	60
91	70
111	22
61	22
88	24
3	40
3	40
46	14
3	5
68	54
91	97
86	14
21	8
73	104
11	24
16	125
16	72
76	70
26	57
2	25
1	73
21	93
111	70
61	102
22	20
16	103
6	25
3	25
57	25
59	125
88	34
106	104
91	40
6	74
86	2
33	15
69	55
73	94
11	23
42	78
31	89
76	40
91	104
23	20
57	104
99	25
102	24
22	94
101	25
62	125
86	72
99	25
78	5
98	90
11	3
96	88
6	72
111	42
97	109
6	3
117	43
16	70
98	14
36	90
21	125
22	40
11	68
98	60
31	14
86	72
111	87
87	55
39	100
36	128
21	4
102	4
8	60
73	20
1	89
112	100
66	60
86	100
91	88
73	69
26	60
58	44
97	88
3	44
56	42
91	112
12	23
77	100
111	42
72	53
43	99
6	59
72	108
11	43
51	67
42	125
117	25
11	98
3	20
72	60
73	99
63	125
8	44
11	104
103	69
58	74
91	24
67	114
103	60
16	73
64	25
91	43
91	24
91	62
23	20
101	98
57	104
117	13
11	109
91	19
61	103
18	75
98	4
108	44
91	25
6	99
56	15
43	89
72	98
1	117
56	25
58	59
63	100
2	69
57	64
46	58
11	80
26	99
43	74
23	94
87	23
94	100
16	24
42	58
102	59
6	90
68	40
89	100
4	130
56	2
3	80
72	125
103	80
128	125
31	3
86	72
106	104
111	37
14	25
91	97
73	55
71	5
53	25
106	42
102	54
113	19
22	108
6	65
72	25
102	24
6	19
77	89
91	112
76	60
76	14
16	87
68	40
42	98
4	70
57	58
74	70
87	60
51	22
6	2
91	54
111	109
103	14
76	99
6	57
74	30
91	40
19	125
88	75
111	58
57	69
97	69
54	25
89	5
22	63
112	43
91	90
111	115
91	100
96	24
8	74
11	55
26	44
4	65
57	40
63	74
36	72
3	94
26	43
87	73
72	90
91	89
43	89
104	25
4	60
109	25
72	43
76	22
33	59
18	25
76	8
42	20
11	40
59	60
96	90
91	89
69	100
22	60
91	100
98	70
91	125
58	54
41	68
42	24
86	73
22	3
22	18
72	43
61	44
93	100
76	25
67	64
103	100
6	93
87	43
36	19
1	19
104	100
88	25
43	25
81	3
72	88
1	4
1	87
11	37
16	100
1	30
63	79
102	89
43	59
53	24
21	64
96	103
87	73
87	20
87	74
22	108
98	90
42	125
22	125
43	65
2	4
11	70
6	57
31	87
83	104
107	44
76	25
112	100
1	78
96	14
56	22
36	125
76	25
44	90
123	24
44	20
1	27
91	54
22	100
28	25
2	75
2	33
8	59
91	2
43	30
42	23
76	94
123	74
93	99
22	89
87	73
76	125
33	4
2	125
91	77
11	25
23	14
6	22
18	125
6	69
87	73
102	34
124	90
26	88
72	88
43	25
6	105
11	125
102	125
36	63
43	69
42	54
26	20
11	44
16	60
99	125
7	99
58	59
102	25
86	72
31	3
56	53
42	90
24	70
2	88
76	87
58	125
96	103
43	20
4	55
39	125
42	100
87	109
11	4
26	4
72	20
87	100
72	99
61	90
76	64
61	14
22	100
87	100
91	24
103	64
96	18
96	100
6	70
37	10
71	107
58	125
22	89
96	23
96	90
122	79
67	25
3	69
57	20
16	35
91	97
31	44
23	109
69	125
22	25
87	60
6	4
91	125
56	24
73	19
87	44
33	70
76	69
36	74
68	75
22	89
48	90
101	57
1	89
87	40
21	60
87	64
79	25
1	88
98	44
81	3
59	60
58	59
61	102
87	100
61	74
57	103
67	100
1	57
7	73
73	89
26	34
91	55
37	60
86	43
63	70
26	73
42	68
4	80
31	90
11	57
11	123
91	69
91	14
87	103
57	43
74	100
56	3
2	104
3	125
108	90
67	54
2	44
91	73
87	125
14	40
